Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1786,Peque,es ESP,MF,Sevilla,es La Liga,23.0,2002,14,6,574,6.4,1,0,1,1,0,0,5,0,0.7,0.7,0.5,1.2,0.16,0.19,27,25,31,11,4,36.4,1.72,0.63,0.09,0.25,17.1,0,0,0,0.7,0.7,0.07,+0.3,+0.3,194,260,74.6,3000,805,0,0.5,0.6,-0.5,12,34,4,0,25,226,32,12,2,1,21,0,15,9,2,0,194,5,3,0,5,0,4,25.0,3,7,0,7,0,5,3,0,24,3.76,14,4,3,3,0,0,2,0.31,335,0,33,179,128,22,335,31,11,35.5,18,58.1,196,1246,782,27,13,5,11,8,237,31,5,0,0,10,26,1,21,0,3,0,0,0,22,10,10,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Everton Pereira,fr FRA,MF,Nice,fr Ligue 1,18.0,2007,1,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.05,0,1,0,1,0,0.0,1.32,0.00,0.00,,13.0,0,0,0,0.0,0.0,0.04,0.0,0.0,35,40,87.5,567,160,0,0.0,0.0,0.0,0,0,0,0,1,39,1,1,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0.0,1,0,0,0,2,2,5,0,2,2.65,1,0,0,1,0,0,0,0.00,50,5,15,31,4,2,50,0,0,,0,,22,66,21,0,1,0,2,0,33,0,0,0,0,1,0,0,0,2,0,0,0,0,2,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Mathias Pereira Lage,pt POR,"FW,MF",St. Pauli,de Bundesliga,29.0,1996,15,15,1118,12.4,0,2,2,0,0,0,2,0,2.7,2.7,1.2,3.9,0.16,0.32,14,24,68,24,9,37.5,1.93,0.72,0.00,0.00,16.3,1,0,0,2.7,2.7,0.11,-2.7,-2.7,211,342,61.7,3157,817,2,1.2,1.0,+0.8,20,15,7,3,24,306,34,4,1,4,44,3,23,5,14,0,211,22,13,6,8,8,19,47.4,10,13,1,12,9,31,10,0,34,2.73,21,6,0,5,1,1,2,0.16,492,8,59,206,233,43,492,16,5,31.3,11,68.8,209,928,356,14,2,5,33,13,294,68,2,0,0,18,19,12,44,9,13,0,0,0,35,22,41,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Ayoze Pérez,es ESP,FW,Villarreal,es La Liga,32.0,1993,11,6,512,5.7,2,3,5,2,0,0,2,0,2.3,2.3,1.0,3.3,0.88,0.57,15,22,27,9,4,44.4,1.58,0.70,0.22,0.50,12.8,0,0,0,2.3,2.3,0.25,-0.3,-0.3,91,125,72.8,1528,422,3,1.0,0.4,+2.0,9,15,4,0,22,115,10,0,1,1,3,0,1,0,0,0,91,12,5,2,7,3,6,50.0,3,1,0,1,1,13,6,0,15,2.63,10,0,2,2,0,1,3,0.53,198,6,16,100,83,22,198,14,7,50.0,6,42.9,115,648,382,15,8,4,18,12,134,27,2,0,0,9,8,2,3,1,5,0,0,0,12,7,16,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Francisco Perez,es ESP,"FW,MF",Rayo Vallecano,es La Liga,23.0,2002,16,5,690,7.7,1,0,1,1,0,0,2,0,1.1,1.1,1.3,2.4,0.13,0.31,18,12,39,8,3,37.5,1.04,0.39,0.13,0.33,12.5,0,0,0,1.1,1.1,0.14,-0.1,-0.1,159,211,75.4,2209,426,0,1.3,1.0,-1.3,10,5,7,4,12,209,1,0,1,0,23,0,1,0,0,0,159,9,7,3,5,1,13,46.2,7,11,0,11,2,11,3,0,20,2.61,16,1,0,2,0,1,1,0.13,300,9,54,114,139,19,300,12,6,50.0,6,50.0,180,1190,542,18,8,4,24,8,204,39,2,0,0,8,6,2,23,2,7,0,0,0,46,1,12,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Joselu Pérez,es ESP,FW,Getafe,es La Liga,21.0,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.15,0,0,1,1,0,0.0,4.09,0.00,0.00,,13.9,0,0,0,0.0,0.0,0.04,0.0,0.0,1,4,25.0,8,0,0,0.0,0.0,0.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,0.00,11,2,3,4,4,1,11,0,0,,0,,4,7,0,0,0,0,3,0,8,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Matías Pérez,cl CHI,DF,Lecce,it Serie A,20.0,2005,1,1,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.04,0,3,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,15,19,78.9,212,74,0,0.0,0.0,0.0,1,1,0,0,3,16,3,0,0,0,1,3,0,0,0,0,15,0,0,0,0,0,1,0.0,1,3,2,1,0,0,3,0,1,2.90,1,0,0,0,0,0,0,0.00,25,4,9,11,5,0,25,0,0,,0,,10,41,22,0,0,0,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Mattia Perin,it ITA,GK,Juventus,it Serie A,33.0,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,39,39,100.0,869,543,0,0.0,0.0,0.0,0,1,0,0,0,29,10,2,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,41,27,41,0,0,0,41,0,0,,0,,24,102,64,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,2,1.00,6,4,66.7,1,0,1,0,0.0,0,0,0,0,1.8,0.30,-0.2,-0.11,1,1,100.0,31,6,3.2,23.8,18,0,0.0,1,0.50,26.0
1794,Romain Perraud,fr FRA,DF,Lille,fr Ligue 1,28.0,1997,14,14,1150,12.8,2,3,5,2,0,0,3,1,0.8,0.8,2.2,2.9,0.39,0.23,32,84,82,15,7,46.7,1.17,0.55,0.13,0.29,20.2,0,0,0,0.8,0.8,0.05,+1.2,+1.2,597,725,82.3,9077,3323,3,2.2,2.2,+0.8,21,61,12,7,84,572,153,19,0,2,67,105,29,12,12,0,597,23,15,7,12,4,25,56.0,11,15,2,13,11,34,32,0,42,3.29,26,11,1,3,1,0,5,0.39,856,26,179,377,308,36,856,9,3,33.3,6,66.7,467,2024,1194,32,21,4,17,6,506,82,3,1,0,15,24,0,67,11,15,0,0,0,48,7,15,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Lucas Perri,br BRA,GK,Leeds United,eng Premier League,28.0,1997,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,357,632,56.5,10688,7977,0,0.0,0.0,0.0,0,12,0,0,0,488,143,59,0,1,0,0,0,0,0,0,357,0,0,0,0,0,0,,0,0,0,0,0,0,10,0,2,0.12,2,0,0,0,0,0,0,0.00,666,516,663,3,0,0,666,0,0,,0,,414,1755,1170,0,0,0,0,0,383,0,2,0,0,1,3,0,0,0,0,0,1,0,14,4,2,66.7,29,1.81,66,37,62.1,4,6,6,3,18.8,4,4,0,0,25.0,0.36,-4.0,-0.25,87,344,25.3,547,72,49.7,39.9,226,9,4.0,7,0.44,10.5
1796,Máximo Perrone,ar ARG,MF,Como,it Serie A,23.0,2003,17,16,1391,15.5,2,3,5,2,0,0,6,0,1.1,1.1,1.3,2.4,0.32,0.16,8,77,19,8,5,62.5,0.52,0.32,0.25,0.40,16.4,0,0,0,1.1,1.1,0.14,+0.9,+0.9,947,1040,91.1,15225,4164,3,1.3,1.7,+1.7,17,60,13,1,77,1012,28,27,4,6,6,0,1,0,0,0,947,26,18,9,14,3,29,34.5,19,13,1,12,12,38,12,2,44,2.85,43,0,0,0,1,0,5,0.32,1154,36,259,739,166,14,1154,9,4,44.4,5,55.6,701,2606,1198,8,11,0,17,6,897,19,6,0,0,26,11,0,6,12,18,0,0,0,64,6,7,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Massimo Pessina,it ITA,GK,Bologna,it Serie A,18.0,2007,1,0,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,20,32,62.5,678,512,0,0.0,0.0,0.0,0,0,0,0,0,29,3,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,1.08,1,0,0,0,0,0,0,0.00,33,26,32,1,0,0,33,0,0,,0,,15,83,50,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0.00,1,1,100.0,0,0,0,1,,0,0,0,0,0.1,0.10,+0.1,+0.11,7,16,43.8,31,3,48.4,37.8,10,2,20.0,1,1.08,11.5
1798,Prosper Peter,ng NGA,FW,Angers,fr Ligue 1,18.0,2007,15,7,652,7.2,3,0,3,3,0,0,0,0,3.6,3.6,0.4,4.0,0.41,0.55,7,10,33,14,9,64.3,1.93,1.24,0.21,0.33,10.1,0,0,0,3.6,3.6,0.26,-0.6,-0.6,67,93,72.0,891,218,0,0.4,0.3,-0.4,7,6,2,0,10,78,15,0,1,0,0,0,0,0,0,0,67,3,1,1,1,1,1,0.0,1,8,0,8,2,5,4,0,15,2.07,12,0,0,2,1,0,2,0.28,184,5,14,102,72,32,184,15,3,20.0,10,66.7,91,535,218,7,6,6,30,8,110,33,0,0,0,21,15,10,0,2,1,0,0,0,18,14,27,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Léo Pétrot,fr FRA,DF,Elche,es La Liga,28.0,1997,16,6,576,6.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.00,0.05,7,12,21,3,0,0.0,0.47,0.00,0.00,,17.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,335,392,85.5,4850,1394,0,0.2,0.1,-0.2,2,13,1,0,12,348,42,6,0,2,11,32,0,0,0,0,335,14,7,8,4,2,9,77.8,2,7,1,6,4,18,27,0,1,0.16,1,0,0,0,0,0,0,0.00,462,34,163,201,101,5,462,4,2,50.0,2,50.0,237,892,368,7,6,2,10,3,298,21,0,0,0,7,1,2,11,4,7,0,0,0,29,10,7,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Đorđe Petrović,rs SRB,GK,Bournemouth,eng Premier League,26.0,1999,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,423,609,69.5,11431,7687,0,0.0,0.0,0.0,0,9,0,0,0,422,181,45,0,0,0,0,0,0,0,0,423,0,0,0,0,0,3,0.0,3,0,0,0,0,0,20,3,3,0.14,3,0,0,0,0,0,0,0.00,670,516,664,7,0,0,670,0,0,,0,,369,1850,1087,0,0,0,0,0,289,0,1,0,0,0,1,0,0,0,0,0,0,1,24,12,0,100.0,40,1.90,96,57,61.5,6,8,7,5,23.8,3,3,0,0,33.5,0.32,-5.5,-0.26,80,252,31.7,467,101,35.5,33.2,274,22,8.0,35,1.67,13.8
1801,Giuseppe Pezzella,it ITA,DF,Cremonese,it Serie A,28.0,1997,14,13,1140,12.7,0,1,1,0,0,0,4,0,0.1,0.1,0.5,0.6,0.08,0.05,11,23,43,3,0,0.0,0.24,0.00,0.00,,15.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,248,371,66.8,3969,1279,1,0.5,0.8,+0.5,7,17,8,8,23,315,54,9,0,1,38,45,0,0,0,0,248,18,10,10,7,1,21,57.1,9,24,9,15,2,20,51,0,17,1.34,13,2,1,0,1,0,1,0.08,507,45,176,201,133,8,507,13,5,38.5,8,61.5,224,1038,407,11,10,1,18,4,272,43,4,0,0,20,9,5,38,2,10,0,0,0,33,16,17,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Immanuel Pherai,sr SUR,"MF,FW",Hamburger SV,de Bundesliga,24.0,2001,5,0,29,0.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.00,0.15,1,3,5,1,0,0.0,3.10,0.00,0.00,,25.8,0,0,0,0.0,0.0,0.05,0.0,0.0,18,26,69.2,274,68,0,0.0,0.0,0.0,0,5,0,0,3,26,0,0,0,1,4,0,0,0,0,0,18,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,32,0,3,13,16,1,32,2,1,50.0,1,50.0,21,89,35,1,1,0,2,0,20,5,2,1,1,4,1,0,4,0,0,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Rayan Philippe,fr FRA,"FW,MF",Hamburger SV,de Bundesliga,25.0,2000,15,10,919,10.2,4,0,4,4,0,1,2,0,3.8,3.0,1.1,4.0,0.39,0.47,20,16,55,28,12,42.9,2.74,1.18,0.14,0.33,16.8,0,0,1,3.8,3.0,0.11,+0.2,+1.0,121,180,67.2,2053,528,0,1.1,1.2,-1.1,13,7,12,6,16,171,5,0,2,0,23,2,0,0,0,0,121,15,10,8,6,1,15,66.7,5,1,0,1,2,17,7,0,26,2.55,18,0,1,5,1,1,2,0.20,317,6,44,125,157,44,316,32,11,34.4,20,62.5,190,1210,436,20,15,8,36,10,211,55,2,0,0,15,5,2,23,2,10,0,1,0,43,4,21,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Gabriele Piccinini,it ITA,MF,Pisa,it Serie A,24.0,2001,11,5,518,5.8,0,0,0,0,0,0,2,0,1.0,1.0,1.3,2.3,0.00,0.40,4,9,25,10,4,40.0,1.74,0.69,0.00,0.00,13.2,0,0,0,1.0,1.0,0.10,-1.0,-1.0,88,131,67.2,1250,259,0,1.3,0.7,-1.3,5,5,1,0,9,123,6,0,0,1,15,3,1,1,0,0,88,8,3,6,2,0,9,44.4,5,5,0,5,1,9,7,0,12,2.08,9,0,0,2,1,0,1,0.17,185,5,38,75,74,26,185,10,2,20.0,8,80.0,102,381,180,4,2,3,7,8,114,25,2,0,0,3,9,0,15,1,3,0,0,0,20,9,9,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Roberto Piccoli,it ITA,"FW,MF",Fiorentina,it Serie A,24.0,2001,16,7,757,8.4,1,0,1,1,0,0,0,0,3.1,3.1,0.3,3.5,0.12,0.41,8,5,41,24,9,37.5,2.85,1.07,0.04,0.11,15.2,0,0,0,3.1,3.1,0.13,-2.1,-2.1,62,107,57.9,714,110,0,0.3,0.1,-0.3,7,5,0,0,5,103,4,1,1,0,2,1,0,0,0,0,62,6,0,0,4,2,2,100.0,0,6,0,6,3,9,3,0,17,2.02,11,0,1,4,1,0,1,0.12,202,3,16,81,109,37,202,13,5,38.5,6,46.2,106,463,198,8,5,3,30,11,159,41,0,0,0,13,18,4,2,3,0,0,0,0,18,31,41,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Charles Pickel,cd COD,MF,Espanyol,es La Liga,28.0,1997,11,2,362,4.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0.00,0.07,0,14,6,6,1,16.7,1.49,0.25,0.00,0.00,23.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,104,129,80.6,1591,382,0,0.0,0.1,0.0,1,10,0,0,14,124,5,2,0,1,1,2,0,0,0,0,104,7,2,3,3,1,5,40.0,3,5,2,3,3,10,9,0,5,1.24,4,0,0,1,0,0,0,0.00,170,9,32,97,43,3,170,5,4,80.0,1,20.0,74,306,118,0,1,0,3,4,96,6,1,0,0,6,1,0,1,3,2,0,0,0,18,8,11,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,31.0,1994,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,545,858,63.5,17601,13066,0,0.0,0.1,0.0,0,47,2,0,1,623,234,120,0,8,0,0,0,0,0,0,545,1,1,1,0,0,2,50.0,1,0,0,0,0,1,21,2,6,0.29,3,3,0,0,0,0,0,0.00,917,564,857,61,0,0,917,0,0,,0,,530,3120,1853,0,0,0,0,0,462,0,0,0,0,0,3,0,0,0,1,0,0,0,41,3,2,60.0,25,1.19,82,56,72.0,8,5,8,8,38.1,3,2,1,0,27.6,0.31,+2.6,+0.12,173,465,37.2,743,77,51.0,39.8,311,9,2.9,43,2.05,16.8
1808,Amos Pieper,de GER,DF,Werder Bremen,de Bundesliga,27.0,1998,9,9,765,8.5,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,0.00,0.05,5,42,1,7,1,14.3,0.82,0.12,0.00,0.00,15.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4,477,557,85.6,10433,3381,0,0.0,0.3,0.0,2,44,4,2,42,535,20,11,1,5,3,2,0,0,0,0,477,15,10,8,6,1,14,71.4,4,15,8,7,14,29,69,1,12,1.41,11,0,0,1,0,0,2,0.24,687,116,317,337,35,9,687,0,0,,0,,341,1532,975,5,6,0,6,0,438,1,3,0,0,7,6,0,3,14,10,0,0,0,26,28,13,68.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Marvin Pieringer,de GER,"FW,MF",Heidenheim,de Bundesliga,26.0,1999,10,6,564,6.3,2,0,2,2,0,0,1,0,1.9,1.9,0.6,2.5,0.32,0.40,9,12,31,13,3,23.1,2.07,0.48,0.15,0.67,14.7,0,0,0,1.9,1.9,0.15,+0.1,+0.1,91,153,59.5,1477,282,0,0.6,0.2,-0.6,8,8,1,0,12,148,4,0,1,0,7,1,0,0,0,0,91,11,8,6,4,1,8,75.0,2,3,1,2,4,15,17,0,16,2.55,10,1,0,2,3,0,0,0.00,232,12,45,105,85,24,232,10,7,70.0,2,20.0,103,628,267,9,2,1,19,8,161,31,1,0,0,15,13,4,7,4,8,0,0,0,18,20,24,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Nicholas Pierini,it ITA,FW,Sassuolo,it Serie A,27.0,1998,10,0,122,1.4,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.5,0.00,0.40,1,3,10,3,1,33.3,2.21,0.74,0.00,0.00,25.5,2,0,0,0.3,0.3,0.09,-0.3,-0.3,42,57,73.7,578,211,0,0.3,0.2,-0.3,4,2,1,0,3,45,12,4,1,0,8,2,6,3,1,0,42,4,4,4,0,0,2,100.0,0,2,0,2,2,6,2,0,5,3.72,3,2,0,0,0,0,0,0.00,82,0,12,28,43,2,82,5,2,40.0,3,60.0,38,206,63,1,1,0,4,8,40,10,1,0,0,1,3,0,8,2,4,0,0,0,9,2,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Santiago Pierotti,ar ARG,"FW,MF",Lecce,it Serie A,24.0,2001,18,13,1056,11.7,0,0,0,0,0,0,1,0,1.2,1.2,0.6,1.9,0.00,0.16,25,37,59,15,4,26.7,1.28,0.34,0.00,0.00,16.0,0,0,0,1.2,1.2,0.08,-1.2,-1.2,210,285,73.7,2860,806,0,0.6,0.5,-0.6,9,29,4,0,37,282,3,1,1,1,7,2,0,0,0,0,210,35,20,9,21,5,30,56.7,13,16,2,14,5,40,12,0,19,1.62,13,0,2,2,0,2,2,0.17,472,17,63,241,180,35,472,49,14,28.6,31,63.3,246,1465,644,25,9,12,42,32,277,59,1,0,0,30,7,4,7,5,20,0,0,0,68,23,31,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Balthazar Pierret,fr FRA,MF,Lecce,it Serie A,25.0,2000,3,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,2,1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,11,16,68.8,151,29,0,0.0,0.0,0.0,0,1,0,0,1,16,0,0,0,0,0,0,0,0,0,0,11,2,1,1,1,0,0,,0,0,0,0,0,2,3,0,0,0.00,0,0,0,0,0,0,0,0.00,21,2,7,10,5,1,21,0,0,,0,,11,66,40,2,1,0,0,0,12,0,0,0,0,0,2,0,0,0,1,0,0,0,2,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Andrea Pinamonti,it ITA,FW,Sassuolo,it Serie A,26.0,1999,19,19,1560,17.3,4,2,6,4,0,1,1,0,4.6,3.6,1.6,5.1,0.35,0.35,9,17,73,42,18,42.9,2.42,1.04,0.10,0.22,14.4,0,0,1,4.6,3.6,0.09,-0.6,+0.4,202,294,68.7,2890,328,2,1.6,0.6,+0.4,12,12,4,1,17,256,35,0,0,1,8,0,0,0,0,0,202,8,4,1,4,3,9,66.7,3,15,1,14,0,8,9,2,27,1.56,19,0,0,3,4,1,7,0.40,431,9,26,232,177,72,430,11,1,9.1,8,72.7,206,723,250,9,3,5,28,18,315,73,1,0,0,7,21,8,8,0,4,1,0,0,29,38,65,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Lander Pinillos,es ESP,MF,Alavés,es La Liga,22.0,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1,2,50.0,11,1,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,3,0,0,1,2,0,3,0,0,,0,,2,8,2,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,32.0,1993,3,3,228,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,4,3,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,81,102,79.4,1514,635,0,0.0,0.1,0.0,0,6,1,0,4,99,3,0,0,0,0,2,0,0,0,0,81,4,3,2,2,0,3,33.3,2,7,5,2,4,8,16,0,0,0.00,0,0,0,0,0,0,0,0.00,140,25,84,47,9,6,140,1,1,100.0,0,0.0,75,302,118,0,0,0,1,1,86,3,1,0,0,0,2,0,0,4,3,0,0,1,9,5,7,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Yeremi Pino,es ESP,MF,Crystal Palace,eng Premier League,23.0,2002,19,17,1348,15.0,1,1,2,1,0,0,3,0,3.4,3.4,3.6,7.0,0.13,0.47,28,68,93,31,8,25.8,2.07,0.53,0.03,0.13,18.5,1,0,0,3.4,3.4,0.11,-2.4,-2.4,371,551,67.3,6132,2071,1,3.6,3.4,-2.6,27,25,17,2,68,471,78,23,12,4,49,2,28,23,3,0,371,25,15,10,7,8,30,30.0,21,19,1,18,6,31,14,0,60,4.01,39,10,1,8,1,1,5,0.33,731,19,110,322,311,57,731,35,13,37.1,17,48.6,365,1722,943,28,27,8,30,21,425,93,3,0,0,21,18,8,49,6,15,0,0,0,63,17,24,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Yeremi Pino,es ESP,"MF,FW",Villarreal,es La Liga,23.0,2002,2,2,159,1.8,0,1,1,0,0,0,0,0,0.2,0.2,0.9,1.0,0.57,0.57,6,18,18,2,1,50.0,1.13,0.57,0.00,0.00,15.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,77,102,75.5,1093,321,1,0.9,1.0,+0.1,6,2,7,2,18,90,11,1,0,0,12,1,9,6,0,0,77,2,1,0,2,0,2,0.0,2,2,1,1,2,4,2,0,15,8.49,12,2,0,1,0,0,2,1.13,119,2,6,35,78,9,119,3,0,0.0,3,100.0,64,311,155,6,5,2,4,0,90,18,0,0,0,2,0,0,12,2,1,0,0,0,4,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Jakub Piotrowski,pl POL,MF,Udinese,it Serie A,28.0,1997,19,11,1020,11.3,1,1,2,1,0,0,2,0,1.6,1.6,1.0,2.6,0.18,0.23,20,33,33,22,4,18.2,1.94,0.35,0.05,0.25,16.9,1,0,0,1.6,1.6,0.07,-0.6,-0.6,263,335,78.5,4288,1289,1,1.0,0.4,0.0,10,32,6,0,33,321,11,4,2,3,12,7,0,0,0,0,263,28,13,9,16,3,20,65.0,7,14,3,11,12,40,25,1,21,1.85,17,0,1,2,1,0,1,0.09,487,24,93,254,147,30,487,14,4,28.6,8,57.1,253,1498,672,20,14,5,18,7,279,33,2,0,0,17,19,1,12,12,13,0,1,0,52,19,14,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
